id,description,category,price,receiver,date,party,gifter,gift
349,Ontvangen van het Nederlandsfilmfonds een kettinkje met kalfje. De waarde is onbekend.,overig,,"Bergkamp, V.A. (Vera)",2014-05-01,D66,het Nederlandsfilmfonds,het Nederlandsfilmfonds een kettinkje met kalfje. De waarde is onbekend
350,"Ontvangen van de gemeente Het Hogeland twee kaarten voor de voorstelling en diner Ripperda ter waarde van circa €75,-.",uitnodigingen en tickets,75.0,"Bevers, H. (Harry)",2023-09-13,VVD,de gemeente Het Hogeland,de gemeente Het Hogeland twee kaarten voor de voorstelling en diner Ripperda ter waarde van
351,"Ontvangen van de Fryske Akademy tijdens een werkbezoek het boek ‘Trije iuwen bouskiednis’ ter waarde van €29,90.",uitnodigingen en tickets,29.9,"Bevers, H. (Harry)",2023-06-29,VVD,de Fryske Akademy,de Fryske Akademy tijdens een werkbezoek het boek ‘Trije iuwen bouskiednis’ ter waarde van
352,"Ontvangen van de Waddenacademie het boek ‘landschapsbiografie Waddengebied’ ter waarde van €24,90.",boeken,24.9,"Bevers, H. (Harry)",2023-01-17,VVD,de Waddenacademie,de Waddenacademie het boek ‘landschapsbiografie Waddengebied’ ter waarde van
353,Ontvangen van Arcadia het boek ‘Arcadia de kracht van verbeelding en mienskip’. De waarde is onbekend.,boeken,,"Bevers, H. (Harry)",2023-01-17,VVD,Arcadia,het boek ‘Arcadia de kracht van verbeelding en mienskip’. De waarde is onbekend
354,"Ontvangen van Ried fan de Fryske Beweging een VVV-bon ter waarde van €25,-.",cadeaubonnen en geldbedragen,25.0,"Bevers, H. (Harry)",2023-01-17,VVD,Ried fan,de Fryske Beweging een VVV-bon ter waarde van
355,Ontvangen van Elsevier Weekblad het boek ‘Handboek minister’. De waarde is onbekend.,boeken,,"Bevers, H. (Harry)",2022-12-21,VVD,Elsevier Weekblad,het boek ‘Handboek minister’. De waarde is onbekend
356,Ontvangen van Provincie Drenthe kaarten voor de Dutch TT. De waarde is onbekend.,uitnodigingen en tickets,,"Bevers, H. (Harry)",2022-06-22,VVD,Provincie Drenthe kaarten,voor de Dutch TT. De waarde is onbekend
357,"Ontvangen van de Provincie Friesland een ticket voor de voetbalwedstrijd sc Heerenveen - SC Cambuur ter waarde van €78,-.",uitnodigingen en tickets,78.0,"Bevers, H. (Harry)",2022-05-01,VVD,de Provincie Friesland,de Provincie Friesland een ticket voor de voetbalwedstrijd sc Heerenveen - SC Cambuur ter waarde van
358,Ontvangen van Syncasso een olijfboompje. De waarde is onbekend.,overig,,"Bevers, H. (Harry)",2022-04-20,VVD,Syncasso,een olijfboompje. De waarde is onbekend
359,"Ontvangen een bosatlas ter waarde van +/- €70,-.",boeken,70.0,"Bevers, H. (Harry)",2022-03-31,VVD,nan,een bosatlas ter waarde van
360,Ontvangen van Heracles Almelo een voetbalshirt van voetbalclub Heracles met daarop het nummer 39. De waarde is onbekend.,overig,,"Bijenhof, Y. (Yvonne)",2023-10-06,VVD,Heracles Almelo,een voetbalshirt van voetbalclub Heracles met daarop het nummer 39. De waarde is onbekend
361,Ontvangen van FruitDelta Rivierenland een fruitboompje. De waarde is onbekend.,overig,,"Bijenhof, Y. (Yvonne)",2023-10-02,VVD,FruitDelta Rivierenland,een fruitboompje. De waarde is onbekend
362,"Ontvangen van de Stichting Synthesis het boek ‘Politieke polarisatie in Nederland’ ter waarde van € 19,90.",boeken,19.9,"Bikker, M.H. (Mirjam)",2023-06-29,CU,de Stichting Synthesis,de Stichting Synthesis het boek ‘Politieke polarisatie in Nederland’ ter waarde van
363,Ontvangen een mand streekproducten van de ChristenUnie Oldebroek. De waarde is onbekend.,overig,,"Bikker, M.H. (Mirjam)",2023-06-16,CU,nan,een mand streekproducten van de ChristenUnie Oldebroek. De waarde is onbekend
364,Ontvangen van The Dutch Group of Friends of a Free Iran het boek ‘Dictatorship & Revolution – Iran a contemporary history’. De waarde is onbekend. (,boeken,,"Bikker, M.H. (Mirjam)",2023-05-30,CU,The Dutch Group of Friends of a Free Iran,het boek ‘Dictatorship & Revolution – Iran a contemporary history’. De waarde is onbekend
365,"Ontvangen van De Gezonde Generatie het boek ‘Gelijk goed beginnen – succesvol bouwen aan de basis voor gezonde generaties’ ter waarde van € 31,50.",boeken,31.5,"Bikker, M.H. (Mirjam)",2023-05-23,CU,De Gezonde Generatie,het boek ‘Gelijk goed beginnen – succesvol bouwen aan de basis voor gezonde generaties’ ter waarde van
366,"Ontvangen van De Gezonde Generatie het boek ‘De eerste 1000 dagen – het fundamentele belang van een goed begin vanuit biologisch, medisch en maatschappelijk perspectief’ ter waarde van € 29,95.",boeken,29.95,"Bikker, M.H. (Mirjam)",2023-05-23,CU,De Gezonde Generatie," het boek ‘De eerste 1000 dagen – het fundamentele belang van een goed begin vanuit biologisch, medisch en maatschappelijk perspectief’ ter waarde van"
367,Ontvangen van de KNVB een goodiebag. De waarde is onbekend.,overig,,"Bikker, M.H. (Mirjam)",2023-01-17,CU,de KNVB,de KNVB een goodiebag. De waarde is onbekend
368,"Ontvangen van Thialf het boek ‘Langebaan, Het Nederlandse schaatsen in 75 legendarische ritten’ ter waarde van ongeveer €45,-.",boeken,45.0,"Bikker, M.H. (Mirjam)",2022-11-22,CU,Thialf," het boek ‘Langebaan, Het Nederlandse schaatsen in 75 legendarische ritten’ ter waarde van"
369,Ontvangen van Uitgeverij Noordhoff een Grote Bosatlas. De waarde is onbekend.,boeken,,"Bikker, M.H. (Mirjam)",2022-04-07,CU,Uitgeverij Noordhoff,een Grote Bosatlas. De waarde is onbekend
370,"Ontvangen van uitgeverij Noordhoff de 56e editie van de Grote Bosatlas ter waarde van €70,-.",boeken,70.0,"Bisschop, R. (Roelof)",2022-04-01,SGP,uitgeverij Noordhoff,de 56e editie van de Grote Bosatlas ter waarde van
371,"Ontvangen voor het houden van een lezing SSNR in Veenendaal €100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2019-09-28,SGP,nan,
372,"Ontvangen voor het houden van een lezing SSNR op Driestar College Gouda €120,-.",cadeaubonnen en geldbedragen,120.0,"Bisschop, R. (Roelof)",2019-01-12,SGP,nan,
373,"Ontvangen twee toegangskaarten t.b.v. Weihnachtsoratorium Nederlands Kamerkoor in Naarden ter waarde van €65,- per kaart.",uitnodigingen en tickets,65.0,"Bisschop, R. (Roelof)",2018-12-21,SGP,nan,twee toegangskaarten t.b.v. Weihnachtsoratorium Nederlands Kamerkoor in Naarden ter waarde van
374,"Ontvangen voor het houden van een lezing voor Calvijnschool, Ederveen (ouderavond) €200,-.",cadeaubonnen en geldbedragen,200.0,"Bisschop, R. (Roelof)",2018-04-16,SGP,een lezing,
375,"Ontvangen voor het houden van een lezing voor COGG een boek ter waarde van ca. €80,-.",boeken,80.0,"Bisschop, R. (Roelof)",2017-03-29,SGP,een lezing,voor het houden van een lezing voor COGG een boek ter waarde van
376,"Ontvangen voor het houden van een lezing bij Van Lodensteincollege €90,-.",cadeaubonnen en geldbedragen,90.0,"Bisschop, R. (Roelof)",2017-02-23,SGP,nan,
377,"Ontvangen in het kader van Valentijn een stofzuiger ter waarde van €205,- van Klop Innovations. De stofzuiger wordt geveild voor het goede doel.",overig,205.0,"Bisschop, R. (Roelof)",2017-02-14,SGP,Valentijn,het kader van Valentijn een stofzuiger ter waarde van
378,"Ontvangen voor het houden van een lezing bij Jeugdvereniging GGiN Barneveld €100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2017-01-28,SGP,nan,
379,"Ontvangen voor het houden van lezingen voor Stichting Studie Nadere Reformatie €250,-.",cadeaubonnen en geldbedragen,250.0,"Bisschop, R. (Roelof)",2017-01-21,SGP,lezingen,
380,"Ontvangen voor het houden van een lezing bij Driestar Educatief €200,-.",cadeaubonnen en geldbedragen,200.0,"Bisschop, R. (Roelof)",2016-10-21,SGP,nan,
381,"Ontvangen voor het houden van een lezing bij de Inspectiekring in Utrecht €75,-.",cadeaubonnen en geldbedragen,75.0,"Bisschop, R. (Roelof)",2015-11-23,SGP,een lezing bij,
382,"Ontvangen voor het houden van een lezing voor Stichting Studie Nadere Reformatie €100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2015-09-26,SGP,een lezing,
383,"Ontvangen voor het verzorgen van een lezing tijdens de jaaropening Eben Haëzerschool te Drachten €200,-.",cadeaubonnen en geldbedragen,200.0,"Bisschop, R. (Roelof)",2015-08-19,SGP,een lezing,
384,"Ontvangen voor het verzorgen van een lezing voor Vereniging voor het verstrekken van basisonderwijs op gereformeerde grondslag te Ermelo €125,-",cadeaubonnen en geldbedragen,125.0,"Bisschop, R. (Roelof)",2015-06-29,SGP,een lezing,
385,"Ontvangen voor het verzorgen van een lezing voor een conferentie Reformatorisch Samenwerkingsverband Voortgezet Onderwijs, Hoornbeeck, Samenwerking Christelijke Jeugdzorg e.a., Amersfoort €200,-.",cadeaubonnen en geldbedragen,200.0,"Bisschop, R. (Roelof)",2015-02-13,SGP,een lezing,
386,"Ontvangen voor het houden van een spreekbeurt voor de SGP in Ridderkerk €150,-",cadeaubonnen en geldbedragen,150.0,"Bisschop, R. (Roelof)",2014-10-06,SGP,een spreekbeurt,
387,"Ontvangen voor het houden van een lezing bij de Jaarvergadering Van Lodensteincollege, Amersfoort €100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2014-06-10,SGP,een lezing bij,
388,"Ontvangen voor het houden van een lezing tijdens de studiedag Antisemitisme GG €100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2014-05-30,SGP,een lezing,
389,"Ontvangen voor het houden van een lezing bij de Jaarvergadering Jhr. W. Versluijsschool, Aagtekerke €225,- (incl. reis- en verblijfskosten)",cadeaubonnen en geldbedragen,225.0,"Bisschop, R. (Roelof)",2014-04-14,SGP,een lezing bij,
390,"Ontvangen voor het houden van een spreekbeurt voor de SGP Kampen €100,-",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2014-03-03,SGP,een spreekbeurt,
391,"Ontvangen voor het houden van een spreekbeurt voor de SGP Apeldoorn €100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2014-02-25,SGP,een spreekbeurt,
392,"Ontvangen voor het houden van een spreekbeurt voor de SGP Twenterand €160,-.",cadeaubonnen en geldbedragen,160.0,"Bisschop, R. (Roelof)",2014-02-21,SGP,een spreekbeurt,
393,"Ontvangen voor het houden van een spreekbeurt voor de SGP Geldermalsen € 100,-.",cadeaubonnen en geldbedragen,100.0,"Bisschop, R. (Roelof)",2014-02-10,SGP,een spreekbeurt,
394,Ontvangen van de KNVB kaarten voor een Europese wedstrijd van AZ Alkmaar inclusief drankjes en promo-materiaal en tevens werkbezoek over stadionveiligheid. De waarde is onbekend.,uitnodigingen en tickets,,"Boulakjar, F. (Faissal)",2022-11-03,D66,de KNVB kaarten,de KNVB kaarten voor een Europese wedstrijd van AZ Alkmaar inclusief drankjes en promo-materiaal en tevens werkbezoek over stadionveiligheid. De waarde is onbekend
395,"Ontvangen van Uitgeverij Noordhoff de 56e editie van De Grote Bosatlas ter waarde van €69,95.",boeken,69.95,"Boulakjar, F. (Faissal)",2022-04-06,D66,Uitgeverij Noordhoff,de 56e editie van De Grote Bosatlas ter waarde van
396,"Ontvangen van de Atlantische Commissie, het boek “Poverty by America”. De waarde is €24,-.",boeken,24.0,"Brekelmans, R.P. (Ruben)",2023-10-30,VVD,"de Atlantische Commissie,",
397,"Ontvangen van de Jonge Atlantici, het boek “A Woman’s Place - US counterterrorism since 9/11”. De waarde is €34,34 in de boekhandel.",boeken,34.34,"Brekelmans, R.P. (Ruben)",2023-10-23,VVD,"de Jonge Atlantici,",
398,"Ontvangen van de JOVD Breda, een fles wijn. De waarde is onbekend.",etenswaren en dranken,,"Brekelmans, R.P. (Ruben)",2023-10-19,VVD,"de JOVD Breda,"," de JOVD Breda, een fles wijn. De waarde is onbekend"
399,Ontvangen van de vertegenwoordiger van Taiwan een doosje thee en een doosje met koekjes. De waarde is onbekend.,etenswaren en dranken,,"Brekelmans, R.P. (Ruben)",2023-09-25,VVD,de vertegenwoordiger van Taiwan,de vertegenwoordiger van Taiwan een doosje thee en een doosje met koekjes. De waarde is onbekend
400,Ontvangen van de vertegenwoordiger van Taiwan een bos bloemen. De waarde is onbekend.,bloemen,,"Brekelmans, R.P. (Ruben)",2023-07-21,VVD,de vertegenwoordiger van Taiwan,de vertegenwoordiger van Taiwan een bos bloemen. De waarde is onbekend
401,"Ontvangen van de delegatie van de Koreaanse Nationale Assemblee, een decoratief doosje, met een geschatte waarde van €42,-.",overig,42.0,"Brekelmans, R.P. (Ruben)",2023-07-03,VVD,de delegatie van,
402,Ontvangen van VVD Westfriesland twee Westfriese krentenmikken als dank voor een gegeven lezing. De waarde is onbekend.,etenswaren en dranken,,"Brekelmans, R.P. (Ruben)",2023-07-01,VVD,VVD Westfriesland,twee Westfriese krentenmikken als dank voor een gegeven lezing. De waarde is onbekend
403,Ontvangen van de ambassade van Canada ter gelegenheid van Canada Day een “Canada in a Box” doos met Canadese patisserie. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2023-06-29,VVD,de ambassade van Canada ter,de ambassade van Canada ter gelegenheid van Canada Day een “Canada in a Box” doos met Canadese patisserie. De waarde is onbekend
404,Ontvangen van de vertegenwoordiger van Taiwan een speldje met de vlaggen van Nederland en Taiwan. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2023-06-29,VVD,de vertegenwoordiger van Taiwan,de vertegenwoordiger van Taiwan een speldje met de vlaggen van Nederland en Taiwan. De waarde is onbekend
405,"Ontvangen het boek “Politieke polarisatie in Nederland” van Paul Dekker ter waarde van €19,90.",boeken,19.9,"Brekelmans, R.P. (Ruben)",2023-06-29,VVD,nan,het boek “Politieke polarisatie in Nederland” van Paul Dekker ter waarde van
406,Ontvangen van de VVD Maastricht twee mokken als dank voor een gegeven lezing. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2023-06-23,VVD,de VVD Maastricht,de VVD Maastricht twee mokken als dank voor een gegeven lezing. De waarde is onbekend
407,"Ontvangen van Dhr. Barreveld het boek “Pieter Stuyvesant – Het brein achter onze rol in de slavenhandel” van Dirk-Jan Barreveld met een geschatte waarde van €23,99.",boeken,23.99,"Brekelmans, R.P. (Ruben)",2023-06-20,VVD,Dhr. Barreveld,
408,Ontvangen van de vertegenwoordiger van Taiwan een doosje thee en een doosje chocolade. De waarde is onbekend.,etenswaren en dranken,,"Brekelmans, R.P. (Ruben)",2023-03-29,VVD,de vertegenwoordiger van Taiwan,de vertegenwoordiger van Taiwan een doosje thee en een doosje chocolade. De waarde is onbekend
409,"Ontvangen het boek “Worst Bank Scenario” van Hester Bias en Wink Sabée met een geschatte waarde van €25,-.",boeken,25.0,"Brekelmans, R.P. (Ruben)",2023-03-14,VVD,Hester Bias en Wink Sabée met,
410,"Ontvangen van de ambassadeur van Moldavië een fles rode wijn met een geschatte waarde van €8,-.",etenswaren en dranken,8.0,"Brekelmans, R.P. (Ruben)",2023-03-09,VVD,de ambassadeur van Moldavië,
411,"Ontvangen van de JOVD Amsterdam als dank voor een gegeven lezing, het boek “From Russia with Blood” van Heidi Blake. De waarde is onbekend.",boeken,,"Brekelmans, R.P. (Ruben)",2023-03-09,VVD,de JOVD Amsterdam als dank," de JOVD Amsterdam als dank voor een gegeven lezing, het boek “From Russia with Blood” van Heidi Blake. De waarde is onbekend"
412,"Ontvangen van de ambassadeur van Bulgarije een fles rode wijn met een geschatte waarde van €12,50.",etenswaren en dranken,12.5,"Brekelmans, R.P. (Ruben)",2023-03-07,VVD,de ambassadeur van Bulgarije,
413,"Ontvangen van de Ambassadeur van India het boek “The India Way” van S. Jaishankar met een geschatte waarde van €30,- en het boek “India, exotic destination” van Tarun Chopra met een geschatte waarde van €25,-.",boeken,30.0,"Brekelmans, R.P. (Ruben)",2023-02-22,VVD,de Ambassadeur van India,
414,Ontvangen van de Thorbecke tafel van sociëteit de Witte een fles witte wijn als dank voor een gegeven lezing. De waarde is onbekend.,etenswaren en dranken,,"Brekelmans, R.P. (Ruben)",2023-02-22,VVD,de Thorbecke tafel van sociëteit,de Thorbecke tafel van sociëteit de Witte een fles witte wijn als dank voor een gegeven lezing. De waarde is onbekend
415,Ontvangen van de delegatie van ANTS NGO kleine gedenkwaardige cadeaus uit Oekraïne. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2023-02-21,VVD,nan,de delegatie van ANTS NGO kleine gedenkwaardige cadeaus uit Oekraïne. De waarde is onbekend
416,"Ontvangen van VNO NCW Brabant Zeeland als dank voor een gegeven lezing, een fles wijn. De waarde is onbekend.",etenswaren en dranken,,"Brekelmans, R.P. (Ruben)",2023-01-20,VVD,VNO NCW Brabant Zeeland als dank," voor een gegeven lezing, een fles wijn. De waarde is onbekend"
417,"Ontvangen van de vertegenwoordiger van Taiwan een agenda van onbekende waarde en een fles whisky ter waarde van €42,95.",etenswaren en dranken,42.95,"Brekelmans, R.P. (Ruben)",2023-01-17,VVD,de vertegenwoordiger van Taiwan,de vertegenwoordiger van Taiwan een agenda van onbekende waarde en een fles whisky ter waarde van
418,Ontvangen van de ambassadeur van Bangladesh een agenda. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2023-01-17,VVD,de ambassadeur van Bangladesh,de ambassadeur van Bangladesh een agenda. De waarde is onbekend
419,Ontvangen van de ambassadeur van Japan een kalender. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2023-01-17,VVD,de ambassadeur van Japan,de ambassadeur van Japan een kalender. De waarde is onbekend
420,"Ontvangen van de ambassadeur van Griekenland een fles Mastiha likeur ter waarde van €20,95.",etenswaren en dranken,20.95,"Brekelmans, R.P. (Ruben)",2022-12-22,VVD,de ambassadeur van Griekenland,de ambassadeur van Griekenland een fles Mastiha likeur ter waarde van
421,Ontvangen van Mevr. Bergkamp twee waxinelichtjeshouders. De waarde is onbekend.,overig,,"Brekelmans, R.P. (Ruben)",2022-12-22,VVD,Mevr. Bergkamp,twee waxinelichtjeshouders. De waarde is onbekend
